;rating;comment
527;8;Very good service and products.
528;9;Responsiveness, great service, partnership that we have cultivated for many years
529;9;The products we have used are of very good performance and the support and technical quality of the Service are first class
530;8;Service, product quality, innovation and encouragement to our consultants who meet goals.
531;10;RESPONSIBILITY, SERIOUSNESS AND COMMITMENT
532;8;I believe that the extremely perfect does not exist.
533;10;Reliable company and quality products
534;10;Good service, portfolio and good financial conditions.
535;10;due to satisfaction with the products
536;9;work history
537;10;product reliability, service and technology innovation
538;9;Serious and respected company in the market.
539;9;credibility, quality
540;10;Portfolio, Demand Generation, Partnership and Transparency.
541;8;Excellent technical service with innovative ideas and excellent quality production.
542;9;Quality of work, easy access to representatives from all sectors, commitment to serving.
543;8;Credibility, Quality products and partnership
544;9;Tradition and trust.
545;8;A serious company with great professionals and products.
546;8;Due to the quality of products and services. Has a high degree of assertiveness.
547;10;FOR THE CONPETENCY AND PARTNERSHIP AND GOOD PRODUCTS
548;9;They have helped us with the revalidations of expired products, but with few exceptions. In these moments, where there are global shortages of raw materials, for us it is very important to have the product revalidation service on a frequent basis.
549;9;effective of the products
550;10;Confidence
551;10;Great service, understanding of customer needs.
552;10;For the quality of BASF products, Logistics, delivery time and especially for what BASF products deliver
553;8;punctuality, quality and excellent after sales.
554;10;company with credibility in its products!
555;8;Serious and credible company. With excellent products and services.
556;10;Prompt service and great relationship
557;10;Reliable and safe products..
558;8;GREAT QUALITY PRODUCTS AND PEOPLE!
559;10;At the moment, we only work with CREDENZ, but they are always well serviced and with materials that perform in the region
560;10;EXCELLENT PRODUCTS
561;8;High quality service and support.
562;8;EXCELLENT PORTIFOLIO.
563;8;great assistance
564;9;Product Quality, Service,
565;9;A worldwide company that has great concern for its distributor
566;8;Quality of BASF products
567;9;Distributor partner company with excellent RTV service
